"Cartasynarracion_Desde-mi-celda" "Narracion-breve_El-beso" "Narracion-breve_El-Cristo-de-la-calavera" "Narracion-breve_El-maestro-Herold" "Narracion-breve_El-Miserere" "Narracion-breve_El-monte-de-las-animas" "Narracion-breve_El-rayo-de-luna" "Narracion-breve_Es-raro" "Narracion-breve_La-cruz-del-diablo" "Narracion-breve_La-cueva-de-la-mora" "Narracion-breve_La-promesa" "Narracion-breve_La-rosa-de-pasion" "Narracion-breve_La-venta-de-los-gatos" "Narracion-breve_Los-ojos-verdes" "Narracion-breve_Maese-Perez" "Narracion-breve_Mujer-de-piedra" "Narracion-breve_Tres_fechas" "Poema-en-prosa_fragmentos" "Poema-en-prosa_Las-hojas-secas" "Poesia_Rimas1" "Poesia_Rimas2" "Prosa-poetica_Creed-en-Dios" "Prosa-poetica_El-caudillo-de-las-manos-rojas" "Prosa-poetica_La-Creacion"
"siempre" 0.106228335010623 0.0634249471458774 0.0515065670873036 0 0.0300571085061617 0.0366568914956012 0 0.0892857142857143 0.0811688311688312 0 0.117096018735363 0.0652741514360313 0.0727272727272727 0.0747663551401869 0.0961723408347759 0.0611060189428659 0.0617283950617284 0 0.0773395204949729 0.100452034153692 0.0324359390204346 0.0825991189427313 0.0192400192400192 0.0443458980044346
"silencio" 0.0419322375041932 0.0845665961945032 0.154519701261911 0.0606428138265616 0.0300571085061617 0.256598240469208 0.112803158488438 0.0297619047619048 0.162337662337662 0 0.0878220140515222 0.097911227154047 0.096969696969697 0.0373831775700935 0.0384689363339104 0 0.0617283950617284 0 0 0.0502260170768458 0.0973078170613039 0.165198237885463 0.0865800865800866 0.0443458980044346
"han" 0.086659957508666 0.0422832980972516 0 0 0.0300571085061617 0.0733137829912024 0.0282007896221094 0.0595238095238095 0.0324675324675325 0.0989119683481701 0.0878220140515222 0.0326370757180157 0.0727272727272727 0.0747663551401869 0.115406809001731 0 0.0308641975308642 0 0 0 0.0324359390204346 0.0275330396475771 0.230880230880231 0
"hay" 0.0782735100078274 0.0845665961945032 0 0 0.0300571085061617 0 0.225606316976875 0.119047619047619 0 0 0.0878220140515222 0.0326370757180157 0.0484848484848485 0.0747663551401869 0.153875745335641 0.0305530094714329 0.0771604938271605 0 0.154679040989946 0.125565042692115 0.129743756081739 0.0550660792951542 0.0384800384800385 0.0886917960088692
"manos" 0.030750307503075 0.105708245243129 0.154519701261911 0.0606428138265616 0.0300571085061617 0.109970674486804 0.0282007896221094 0.0595238095238095 0.0649350649350649 0 0.175644028103044 0.0652741514360313 0.0727272727272727 0.0373831775700935 0.153875745335641 0.0305530094714329 0.0771604938271605 0 0.0773395204949729 0.0502260170768458 0.0648718780408693 0.0825991189427313 0.144300144300144 0.0886917960088692
"tiempo" 0.086659957508666 0.0211416490486258 0.0772598506309554 0.121285627653123 0.0601142170123234 0 0.0564015792442188 0.0595238095238095 0.12987012987013 0.0494559841740851 0.0292740046838408 0 0.0484848484848485 0.0373831775700935 0.0577034045008656 0.0305530094714329 0.0925925925925926 0.0663129973474801 0.0773395204949729 0.150678051230537 0.129743756081739 0.0825991189427313 0.0288600288600289 0.0443458980044346
"algunas" 0.0503186850050319 0.0422832980972516 0.103013134174607 0.121285627653123 0 0.0366568914956012 0.169204737732657 0.267857142857143 0.113636363636364 0.148367952522255 0.0585480093676815 0.0652741514360313 0.0727272727272727 0.0373831775700935 0.0961723408347759 0.122212037885732 0.138888888888889 0 0 0 0 0.0275330396475771 0.0288600288600289 0.0886917960088692
"muerte" 0.055909650005591 0 0.0515065670873036 0.0606428138265616 0.0601142170123234 0.0366568914956012 0 0.148809523809524 0.113636363636364 0.19782393669634 0.0292740046838408 0 0.0242424242424242 0 0.0577034045008656 0 0.0462962962962963 0.0663129973474801 0.0773395204949729 0.0502260170768458 0.0973078170613039 0.0825991189427313 0.192400192400192 0.177383592017738
"otra" 0.0782735100078274 0.0422832980972516 0.0772598506309554 0 0.0601142170123234 0.0366568914956012 0.0846023688663283 0.0892857142857143 0.0324675324675325 0.0494559841740851 0 0.0652741514360313 0.145454545454545 0 0.173110213502597 0.0611060189428659 0.0925925925925926 0.13262599469496 0 0.0753390256152687 0.129743756081739 0.0275330396475771 0.0192400192400192 0.0886917960088692
"parte" 0.0810689925081069 0.0634249471458774 0.0257532835436518 0.0606428138265616 0.0300571085061617 0.0733137829912024 0.112803158488438 0.0892857142857143 0.0974025974025974 0.0989119683481701 0.0292740046838408 0.0326370757180157 0.096969696969697 0 0.0384689363339104 0.152765047357165 0.0925925925925926 0 0 0.0502260170768458 0.0648718780408693 0 0.0577200577200577 0.0886917960088692
"otras" 0.100637370010064 0.0211416490486258 0 0.0606428138265616 0 0.109970674486804 0.0846023688663283 0.0892857142857143 0.0811688311688312 0.0494559841740851 0.117096018735363 0.0326370757180157 0.0484848484848485 0.0373831775700935 0.0384689363339104 0.0916590284142988 0.108024691358025 0 0.0773395204949729 0 0 0.110132158590308 0.0384800384800385 0
"amor" 0.0223638600022364 0.0845665961945032 0.154519701261911 0 0 0 0.141003948110547 0.0892857142857143 0 0.0989119683481701 0.0585480093676815 0.097911227154047 0.0242424242424242 0.149532710280374 0 0.0611060189428659 0 0.663129973474801 0.0773395204949729 0.200904068307383 0.291923451183912 0 0.115440115440115 0.0443458980044346
"ese" 0.0726825450072683 0.0211416490486258 0 0.121285627653123 0.120228434024647 0.109970674486804 0.112803158488438 0.0595238095238095 0 0 0.0878220140515222 0.0652741514360313 0 0.149532710280374 0.0769378726678207 0 0.0925925925925926 0.13262599469496 0.154679040989946 0.0502260170768458 0.129743756081739 0.0275330396475771 0.076960076960077 0.0443458980044346
"tú" 0.055909650005591 0.0211416490486258 0.0257532835436518 0.303214069132808 0 0.0733137829912024 0.0564015792442188 0 0 0 0.0585480093676815 0.261096605744125 0 0.299065420560748 0 0 0 0.0663129973474801 0.154679040989946 0.401808136614766 0.162179695102173 0.110132158590308 0.0384800384800385 0
"menos" 0.0754780275075478 0.147991543340381 0 0 0.0901713255184851 0.0733137829912024 0.0846023688663283 0.0892857142857143 0.12987012987013 0.0494559841740851 0 0.0326370757180157 0.16969696969697 0 0.0384689363339104 0.0916590284142988 0.0925925925925926 0 0.154679040989946 0 0 0 0.0288600288600289 0.0443458980044346
"mismo" 0.0503186850050319 0.0422832980972516 0.154519701261911 0 0.0601142170123234 0.0733137829912024 0.0282007896221094 0.119047619047619 0.0811688311688312 0.0989119683481701 0.0878220140515222 0.0326370757180157 0.0727272727272727 0 0.115406809001731 0.0305530094714329 0.0771604938271605 0 0.0773395204949729 0.0251130085384229 0.0973078170613039 0.0275330396475771 0.0481000481000481 0.310421286031042
"nada" 0.0642960975064296 0.105708245243129 0 0 0.150285542530809 0.109970674486804 0.0564015792442188 0.0892857142857143 0.0811688311688312 0 0.0585480093676815 0.163185378590078 0.0727272727272727 0 0.211579149836507 0 0.0462962962962963 0.0663129973474801 0 0.0251130085384229 0.129743756081739 0 0.0192400192400192 0.0443458980044346
"estas" 0.0894554400089455 0.0634249471458774 0.0515065670873036 0.0606428138265616 0.0300571085061617 0.0733137829912024 0.0846023688663283 0.0297619047619048 0.0487012987012987 0.0989119683481701 0.0585480093676815 0.0652741514360313 0 0.149532710280374 0.0769378726678207 0.0611060189428659 0.0771604938271605 0 0 0.0502260170768458 0 0.0550660792951542 0.0384800384800385 0.0443458980044346
"fue" 0.0531141675053114 0.0634249471458774 0.0772598506309554 0.181928441479685 0.150285542530809 0.146627565982405 0.0564015792442188 0.119047619047619 0.113636363636364 0.0494559841740851 0.0585480093676815 0 0.121212121212121 0.0373831775700935 0.115406809001731 0.0305530094714329 0.0308641975308642 0.0663129973474801 0 0.0753390256152687 0 0.0550660792951542 0.0192400192400192 0.0886917960088692
"entonces" 0.0615006150061501 0.0634249471458774 0.0257532835436518 0.121285627653123 0.0901713255184851 0.0366568914956012 0.0564015792442188 0.0595238095238095 0.0974025974025974 0.0494559841740851 0.0878220140515222 0.097911227154047 0.121212121212121 0.0747663551401869 0.0192344681669552 0.0611060189428659 0.0462962962962963 0 0.154679040989946 0.100452034153692 0.0648718780408693 0.0275330396475771 0.0384800384800385 0.0886917960088692
"último" 0.0810689925081069 0.0211416490486258 0.0772598506309554 0.181928441479685 0.0901713255184851 0.0733137829912024 0.0282007896221094 0.0297619047619048 0.0811688311688312 0.0494559841740851 0.0292740046838408 0.0652741514360313 0.121212121212121 0.0373831775700935 0.0192344681669552 0 0.0617283950617284 0 0 0.0251130085384229 0.0324359390204346 0.110132158590308 0.0673400673400673 0.0443458980044346
"ver" 0.0838644750083865 0.0845665961945032 0.0515065670873036 0 0.0300571085061617 0 0.0846023688663283 0.0297619047619048 0.0324675324675325 0.148367952522255 0.117096018735363 0.0652741514360313 0.0242424242424242 0.0747663551401869 0.0577034045008656 0.0916590284142988 0.0617283950617284 0 0.0773395204949729 0.100452034153692 0.0973078170613039 0 0.0288600288600289 0.0443458980044346
"antes" 0.0726825450072683 0 0.0772598506309554 0.0606428138265616 0.0601142170123234 0.146627565982405 0.0282007896221094 0.0595238095238095 0.0487012987012987 0.0989119683481701 0.0585480093676815 0.097911227154047 0.0727272727272727 0.0747663551401869 0.0769378726678207 0.0916590284142988 0.0771604938271605 0 0.154679040989946 0.0753390256152687 0 0.0275330396475771 0.0288600288600289 0
"cosa" 0.0810689925081069 0.105708245243129 0 0 0.0300571085061617 0.0733137829912024 0.0564015792442188 0.119047619047619 0.0811688311688312 0.0494559841740851 0 0 0.0242424242424242 0.11214953271028 0.192344681669552 0 0.0617283950617284 0.0663129973474801 0.0773395204949729 0 0.0324359390204346 0.0550660792951542 0.0192400192400192 0.0443458980044346
"muy" 0.0698870625069887 0 0 0.181928441479685 0.0901713255184851 0.0733137829912024 0.112803158488438 0.0892857142857143 0.0811688311688312 0.0494559841740851 0.0585480093676815 0.097911227154047 0.096969696969697 0.0747663551401869 0.0577034045008656 0.0611060189428659 0.0925925925925926 0 0 0.0251130085384229 0.0324359390204346 0.0550660792951542 0.00962000962000962 0.0886917960088692
"son" 0.0447277200044728 0.0211416490486258 0.0257532835436518 0.121285627653123 0.0601142170123234 0.0366568914956012 0.0846023688663283 0 0.0487012987012987 0 0.0585480093676815 0 0.121212121212121 0 0.0577034045008656 0.0305530094714329 0.0771604938271605 0.331564986737401 0 0.200904068307383 0.0973078170613039 0 0.125060125060125 0.0443458980044346
"cada" 0.0838644750083865 0.0211416490486258 0.103013134174607 0 0.0300571085061617 0.0366568914956012 0.0564015792442188 0 0.12987012987013 0 0.0878220140515222 0.0326370757180157 0 0 0.0769378726678207 0.0305530094714329 0.0925925925925926 0 0.154679040989946 0.0251130085384229 0.0324359390204346 0.0275330396475771 0.0481000481000481 0.0886917960088692
"castillo" 0.109023817510902 0 0 0 0.0601142170123234 0 0.0846023688663283 0 0.146103896103896 0.395647873392681 0.204918032786885 0 0 0.0373831775700935 0 0 0 0 0 0 0 0.110132158590308 0 0
"historia" 0.0810689925081069 0.0845665961945032 0 0.0606428138265616 0.18034265103697 0.0733137829912024 0.0564015792442188 0.148809523809524 0.0487012987012987 0 0.0585480093676815 0.130548302872063 0.096969696969697 0 0.0192344681669552 0.0305530094714329 0 0 0 0.0753390256152687 0 0.0550660792951542 0.0288600288600289 0.0443458980044346
"visto" 0.0475232025047523 0.0634249471458774 0.0257532835436518 0.0606428138265616 0 0.109970674486804 0.197405527354766 0.0892857142857143 0.0487012987012987 0.0989119683481701 0.117096018735363 0.0326370757180157 0 0.299065420560748 0.0577034045008656 0.0305530094714329 0.108024691358025 0 0 0.0753390256152687 0.0324359390204346 0.0550660792951542 0.0192400192400192 0.0443458980044346
"agua" 0.0894554400089455 0 0 0 0.0601142170123234 0.0733137829912024 0.0564015792442188 0.0297619047619048 0.0487012987012987 0.346191889218595 0 0 0.0242424242424242 0.0747663551401869 0.0192344681669552 0.0305530094714329 0.0154320987654321 0.530503978779841 0.232018561484919 0.0753390256152687 0.0324359390204346 0 0.00962000962000962 0.0443458980044346
"momento" 0.0475232025047523 0.0422832980972516 0.0515065670873036 0.0606428138265616 0.0300571085061617 0.0733137829912024 0.112803158488438 0.0595238095238095 0.0649350649350649 0 0.0878220140515222 0.0326370757180157 0.096969696969697 0.0373831775700935 0.153875745335641 0.0611060189428659 0.0617283950617284 0.0663129973474801 0.232018561484919 0 0.129743756081739 0.0275330396475771 0.0384800384800385 0
"parece" 0.0726825450072683 0.147991543340381 0.0257532835436518 0 0.0300571085061617 0 0.112803158488438 0.148809523809524 0.0324675324675325 0 0.0292740046838408 0.097911227154047 0.096969696969697 0 0.0961723408347759 0.0305530094714329 0.0308641975308642 0.0663129973474801 0 0.0753390256152687 0 0 0.0481000481000481 0
"rumor" 0.0391367550039137 0.0634249471458774 0.0772598506309554 0.0606428138265616 0.0601142170123234 0.146627565982405 0.169204737732657 0 0.0974025974025974 0 0.0878220140515222 0.0326370757180157 0 0.11214953271028 0.0577034045008656 0 0.0154320987654321 0.13262599469496 0.154679040989946 0.100452034153692 0.0324359390204346 0.0275330396475771 0.0962000962000962 0.0443458980044346
"ser" 0.0698870625069887 0.0845665961945032 0.0772598506309554 0.0606428138265616 0.0601142170123234 0.0733137829912024 0.0846023688663283 0.0892857142857143 0.0649350649350649 0.0989119683481701 0.0292740046838408 0.0326370757180157 0.096969696969697 0 0.0384689363339104 0.0916590284142988 0.0154320987654321 0 0.0773395204949729 0.100452034153692 0.0324359390204346 0 0.0384800384800385 0
"nuestro" 0.0754780275075478 0.0845665961945032 0 0 0 0 0.0846023688663283 0.148809523809524 0.113636363636364 0 0.0878220140515222 0.0326370757180157 0 0.0373831775700935 0.0961723408347759 0 0 0 0.309358081979892 0.0251130085384229 0.0324359390204346 0 0.0481000481000481 0.133037694013304
"algo" 0.0698870625069887 0.0634249471458774 0.0257532835436518 0 0.0901713255184851 0.0366568914956012 0 0.0892857142857143 0.0162337662337662 0.0494559841740851 0.0878220140515222 0.0326370757180157 0.0727272727272727 0.0373831775700935 0 0.244424075771463 0.0462962962962963 0.0663129973474801 0.0773395204949729 0.100452034153692 0.129743756081739 0 0.0192400192400192 0
"dijo" 0.0335457900033546 0.147991543340381 0.0772598506309554 0 0.0300571085061617 0.146627565982405 0.112803158488438 0.238095238095238 0.0162337662337662 0.0989119683481701 0.117096018735363 0.097911227154047 0.121212121212121 0.149532710280374 0.0384689363339104 0 0 0 0 0.0251130085384229 0.0973078170613039 0.0825991189427313 0 0.0886917960088692
"parecía" 0.0475232025047523 0.0211416490486258 0.154519701261911 0 0.240456868049294 0 0 0.0892857142857143 0 0 0.0585480093676815 0.130548302872063 0.16969696969697 0.0747663551401869 0.0961723408347759 0.152765047357165 0.0617283950617284 0 0.0773395204949729 0 0.0648718780408693 0.0275330396475771 0.00962000962000962 0
"está" 0.0587051325058705 0 0 0 0.0601142170123234 0 0.0564015792442188 0.0892857142857143 0.0324675324675325 0 0.0585480093676815 0.0326370757180157 0.0727272727272727 0.0373831775700935 0.153875745335641 0 0 0.0663129973474801 0 0.0502260170768458 0.0324359390204346 0.137665198237885 0.134680134680135 0
"hacer" 0.0698870625069887 0.147991543340381 0.0257532835436518 0 0.0601142170123234 0 0.0282007896221094 0.178571428571429 0.0487012987012987 0.247279920870425 0 0.0326370757180157 0.0484848484848485 0 0.0577034045008656 0 0.0308641975308642 0 0 0 0 0.0550660792951542 0.0192400192400192 0.266075388026608
"mil" 0.0447277200044728 0 0.0257532835436518 0 0.0601142170123234 0.109970674486804 0.0282007896221094 0.0297619047619048 0.0162337662337662 0 0.117096018735363 0.0326370757180157 0.218181818181818 0.0747663551401869 0.0577034045008656 0 0.169753086419753 0 0 0 0.0324359390204346 0.110132158590308 0.0384800384800385 0.177383592017738
"unas" 0.0810689925081069 0.0211416490486258 0 0 0 0.109970674486804 0.141003948110547 0 0.0324675324675325 0.19782393669634 0.0585480093676815 0 0.0484848484848485 0.11214953271028 0.0384689363339104 0.0611060189428659 0.108024691358025 0 0.0773395204949729 0 0 0.0825991189427313 0.00962000962000962 0
"aunque" 0.0838644750083865 0.0634249471458774 0.0257532835436518 0.181928441479685 0.0300571085061617 0 0.0282007896221094 0 0.0649350649350649 0 0 0.097911227154047 0 0 0 0.0916590284142988 0.0617283950617284 0 0.154679040989946 0.0502260170768458 0.162179695102173 0.0825991189427313 0 0
"hojas" 0.0447277200044728 0 0 0.0606428138265616 0.0300571085061617 0 0.112803158488438 0 0.0162337662337662 0 0 0.0652741514360313 0.0242424242424242 0.149532710280374 0.0192344681669552 0.183318056828598 0.0925925925925926 0.0663129973474801 0.464037122969838 0.0753390256152687 0.0324359390204346 0.0825991189427313 0.0577200577200577 0.0886917960088692
"quién" 0.030750307503075 0.0422832980972516 0 0.121285627653123 0.0300571085061617 0 0.112803158488438 0 0.0487012987012987 0.0989119683481701 0.0585480093676815 0.0326370757180157 0.0242424242424242 0.0747663551401869 0.0384689363339104 0.0611060189428659 0.0308641975308642 0 0.154679040989946 0.125565042692115 0.227051573143043 0.110132158590308 0.0962000962000962 0
"ciudad" 0.0419322375041932 0.126849894291755 0 0.121285627653123 0 0.256598240469208 0.169204737732657 0 0 0 0.0878220140515222 0.163185378590078 0.121212121212121 0 0 0.0305530094714329 0.108024691358025 0.0663129973474801 0 0 0 0 0.0577200577200577 0
"instante" 0.030750307503075 0.0845665961945032 0.0515065670873036 0.121285627653123 0.150285542530809 0 0.197405527354766 0.0595238095238095 0.0487012987012987 0.0494559841740851 0 0.130548302872063 0.0242424242424242 0.0373831775700935 0.0577034045008656 0 0.0617283950617284 0.0663129973474801 0.154679040989946 0.0251130085384229 0.0324359390204346 0.137665198237885 0.0288600288600289 0.0443458980044346
"esto" 0.0615006150061501 0.0422832980972516 0.0515065670873036 0.303214069132808 0.150285542530809 0 0.0282007896221094 0.148809523809524 0.0324675324675325 0 0 0.097911227154047 0.096969696969697 0 0.0769378726678207 0 0.0154320987654321 0 0 0 0.0324359390204346 0.0550660792951542 0.0288600288600289 0.0443458980044346
"iglesia" 0.0279548250027955 0.190274841437632 0 0 0.240456868049294 0.0366568914956012 0 0 0.0162337662337662 0 0 0.130548302872063 0 0 0.307751490671283 0.183318056828598 0.0771604938271605 0 0 0 0.0324359390204346 0.0550660792951542 0 0
"nombre" 0.055909650005591 0.0211416490486258 0.0772598506309554 0.0606428138265616 0 0.0366568914956012 0 0.0297619047619048 0.0974025974025974 0.0494559841740851 0.0878220140515222 0.0326370757180157 0.0242424242424242 0.0373831775700935 0.0192344681669552 0.0305530094714329 0.123456790123457 0 0 0.0753390256152687 0.0324359390204346 0.0825991189427313 0.0384800384800385 0.0886917960088692
"sombra" 0.0419322375041932 0.0422832980972516 0.0257532835436518 0 0 0 0.0846023688663283 0.0297619047619048 0.0324675324675325 0.0494559841740851 0.0292740046838408 0.0326370757180157 0.0242424242424242 0 0 0.0611060189428659 0.0308641975308642 0 0 0.125565042692115 0.194615634122608 0.0550660792951542 0.163540163540164 0.0443458980044346
"toda" 0.030750307503075 0.105708245243129 0.103013134174607 0 0.120228434024647 0.0733137829912024 0.0846023688663283 0.178571428571429 0.0487012987012987 0.0494559841740851 0.0585480093676815 0.0652741514360313 0.121212121212121 0.0373831775700935 0.0577034045008656 0.0916590284142988 0.0308641975308642 0 0 0 0 0.0550660792951542 0.0192400192400192 0.0886917960088692
"quien" 0.0419322375041932 0.0422832980972516 0.0257532835436518 0.121285627653123 0.0601142170123234 0 0.0282007896221094 0.0595238095238095 0.0974025974025974 0 0.146370023419204 0.261096605744125 0.0484848484848485 0 0.0769378726678207 0 0.0154320987654321 0 0 0.0251130085384229 0.0324359390204346 0 0.076960076960077 0.0443458980044346
"sueño" 0.0335457900033546 0.0422832980972516 0 0.121285627653123 0.0601142170123234 0.0366568914956012 0 0 0.0324675324675325 0 0 0.0326370757180157 0.0484848484848485 0.0373831775700935 0 0 0.0462962962962963 0.13262599469496 0.0773395204949729 0.0753390256152687 0.291923451183912 0.0550660792951542 0.153920153920154 0.0443458980044346
"tres" 0.0698870625069887 0.0422832980972516 0 0.181928441479685 0.120228434024647 0.0366568914956012 0 0.0892857142857143 0.0974025974025974 0 0 0 0.0242424242424242 0 0.0192344681669552 0 0.154320987654321 0 0 0 0 0.0275330396475771 0.0384800384800385 0.0443458980044346
"cuya" 0.0503186850050319 0.0211416490486258 0.0772598506309554 0.0606428138265616 0 0.0733137829912024 0.0564015792442188 0.0595238095238095 0.113636363636364 0.0494559841740851 0 0 0 0.0747663551401869 0 0.0916590284142988 0.0308641975308642 0 0 0.0502260170768458 0 0.0550660792951542 0.105820105820106 0.0886917960088692
"frente" 0.0223638600022364 0.0211416490486258 0.0515065670873036 0.0606428138265616 0 0.0733137829912024 0.0282007896221094 0.0595238095238095 0.0324675324675325 0.0989119683481701 0.0585480093676815 0.0326370757180157 0.0242424242424242 0 0.0384689363339104 0.0916590284142988 0.0617283950617284 0.26525198938992 0 0.100452034153692 0.0648718780408693 0.0550660792951542 0.144300144300144 0
"mí" 0.0503186850050319 0.0422832980972516 0 0 0.0300571085061617 0 0.0282007896221094 0.0595238095238095 0.0974025974025974 0 0.0878220140515222 0.0652741514360313 0.0242424242424242 0.0373831775700935 0.0384689363339104 0.0611060189428659 0.0617283950617284 0 0.154679040989946 0.150678051230537 0.129743756081739 0.0550660792951542 0.0192400192400192 0
"tarde" 0.055909650005591 0 0 0.181928441479685 0 0 0 0.119047619047619 0.0487012987012987 0.0494559841740851 0.0585480093676815 0.0326370757180157 0.16969696969697 0.11214953271028 0 0.0611060189428659 0.0771604938271605 0.0663129973474801 0.0773395204949729 0.0502260170768458 0.0648718780408693 0.0275330396475771 0.0288600288600289 0
"alrededor" 0.0447277200044728 0.0634249471458774 0.128766417718259 0 0.0601142170123234 0.0733137829912024 0.0282007896221094 0 0.0487012987012987 0.0989119683481701 0.0878220140515222 0.0326370757180157 0.0727272727272727 0 0.0192344681669552 0.0305530094714329 0.0771604938271605 0 0.154679040989946 0 0 0.0825991189427313 0.0481000481000481 0.0886917960088692
"espíritu" 0.0335457900033546 0.0211416490486258 0 0 0.0300571085061617 0 0.0564015792442188 0 0.0649350649350649 0 0.0292740046838408 0.0652741514360313 0 0.186915887850467 0.0192344681669552 0.0611060189428659 0.0154320987654321 0.397877984084881 0.0773395204949729 0.17579105976896 0.0324359390204346 0.0275330396475771 0.0962000962000962 0.0886917960088692
"horas" 0.0587051325058705 0 0.0772598506309554 0 0.0901713255184851 0 0.112803158488438 0.0892857142857143 0.0324675324675325 0.148367952522255 0.0585480093676815 0.0652741514360313 0 0.0747663551401869 0 0.0305530094714329 0.0308641975308642 0 0 0.0502260170768458 0.129743756081739 0.0275330396475771 0.0481000481000481 0
"ideas" 0.0838644750083865 0 0 0.121285627653123 0 0 0.0282007896221094 0 0.0487012987012987 0 0.0292740046838408 0.0652741514360313 0.0484848484848485 0.0747663551401869 0 0.0916590284142988 0.0771604938271605 0 0 0.100452034153692 0.0324359390204346 0 0.0288600288600289 0.0443458980044346
"labios" 0.0195683775019568 0.126849894291755 0.154519701261911 0 0 0.146627565982405 0.0564015792442188 0 0.0487012987012987 0.148367952522255 0.0292740046838408 0.130548302872063 0.0242424242424242 0.11214953271028 0 0.0611060189428659 0.0154320987654321 0.0663129973474801 0 0.17579105976896 0.0324359390204346 0.0275330396475771 0.0673400673400673 0
"tanto" 0.0698870625069887 0.0422832980972516 0.0515065670873036 0 0 0.0366568914956012 0.0564015792442188 0.0595238095238095 0.0649350649350649 0 0.0292740046838408 0 0.096969696969697 0.0373831775700935 0.0384689363339104 0.0305530094714329 0.0154320987654321 0.0663129973474801 0 0.0251130085384229 0 0.0275330396475771 0.076960076960077 0.0443458980044346
"viento" 0.0195683775019568 0 0 0 0.0300571085061617 0.146627565982405 0.169204737732657 0 0.0162337662337662 0 0.234192037470726 0.0326370757180157 0 0.0747663551401869 0.0192344681669552 0 0.0308641975308642 0.397877984084881 0.464037122969838 0.100452034153692 0.0648718780408693 0.0825991189427313 0.0577200577200577 0
"comenzó" 0.0503186850050319 0.0422832980972516 0.0772598506309554 0.181928441479685 0.0901713255184851 0.0366568914956012 0.0282007896221094 0.0595238095238095 0.0811688311688312 0.148367952522255 0.0585480093676815 0.130548302872063 0.0242424242424242 0 0.0769378726678207 0.0305530094714329 0.0462962962962963 0 0 0 0 0.0550660792951542 0 0.0443458980044346
"piedra" 0.0475232025047523 0.169133192389006 0 0.0606428138265616 0.0300571085061617 0 0.0564015792442188 0 0.0324675324675325 0.148367952522255 0 0.0326370757180157 0 0 0 0.244424075771463 0.0925925925925926 0 0 0 0.129743756081739 0.137665198237885 0.00962000962000962 0
"puerta" 0.030750307503075 0.0211416490486258 0.0257532835436518 0.0606428138265616 0.0601142170123234 0.0366568914956012 0.0564015792442188 0.119047619047619 0.0487012987012987 0 0.0292740046838408 0.163185378590078 0.121212121212121 0 0.134641277168686 0.0305530094714329 0.0771604938271605 0 0 0.0251130085384229 0.0648718780408693 0.0550660792951542 0.00962000962000962 0.133037694013304
"solo" 0.0642960975064296 0 0.0257532835436518 0 0 0.0366568914956012 0.0564015792442188 0.0297619047619048 0.0649350649350649 0 0.0585480093676815 0 0.0727272727272727 0.11214953271028 0.0577034045008656 0 0.0617283950617284 0 0.232018561484919 0 0 0.0550660792951542 0.0384800384800385 0.133037694013304
"tus" 0.0111819300011182 0 0 0.0606428138265616 0 0.0366568914956012 0 0 0 0 0.117096018735363 0 0 0.11214953271028 0 0 0 0.26525198938992 0 0.60271220492215 0.129743756081739 0.0275330396475771 0.125060125060125 0
"exclamó" 0.0195683775019568 0.190274841437632 0.103013134174607 0.0606428138265616 0.0601142170123234 0.219941348973607 0.0846023688663283 0.178571428571429 0.0162337662337662 0 0.0292740046838408 0.130548302872063 0.0242424242424242 0.299065420560748 0.0192344681669552 0 0.0154320987654321 0 0 0 0 0.0550660792951542 0 0.0443458980044346
"imaginación" 0.0698870625069887 0.0422832980972516 0 0.121285627653123 0.0601142170123234 0.0366568914956012 0.112803158488438 0.0297619047619048 0.0324675324675325 0 0.0292740046838408 0 0.096969696969697 0.0373831775700935 0.0192344681669552 0.0611060189428659 0.0925925925925926 0 0 0 0 0.0275330396475771 0.0192400192400192 0.0443458980044346
"mirada" 0.0363412725036341 0 0.206026268349215 0.0606428138265616 0.0601142170123234 0.0366568914956012 0.0282007896221094 0.0297619047619048 0.0324675324675325 0.0494559841740851 0 0.0652741514360313 0.0242424242424242 0.149532710280374 0.0192344681669552 0.0611060189428659 0.0617283950617284 0 0.0773395204949729 0.0753390256152687 0 0.0825991189427313 0.0481000481000481 0.0886917960088692
"modo" 0.0894554400089455 0.0422832980972516 0 0.0606428138265616 0.0300571085061617 0.146627565982405 0.0282007896221094 0.0595238095238095 0.0162337662337662 0 0 0 0 0 0.0384689363339104 0.0305530094714329 0.0617283950617284 0 0.154679040989946 0 0 0 0.0384800384800385 0.0443458980044346
"pies" 0.0475232025047523 0 0.0772598506309554 0 0 0.109970674486804 0.169204737732657 0 0.0324675324675325 0.0989119683481701 0.0292740046838408 0 0 0.11214953271028 0.0384689363339104 0 0.0154320987654321 0.0663129973474801 0.0773395204949729 0 0.0648718780408693 0.0550660792951542 0.105820105820106 0.0443458980044346
"vista" 0.0615006150061501 0.105708245243129 0.0257532835436518 0 0.0601142170123234 0.0366568914956012 0.112803158488438 0.0892857142857143 0.0162337662337662 0 0.0585480093676815 0.097911227154047 0.0242424242424242 0.0373831775700935 0 0.0305530094714329 0.0308641975308642 0 0 0.0502260170768458 0 0.0825991189427313 0.0192400192400192 0.0886917960088692
